A,B,C,D,E,F,G,H,I,J,K,L,M,N,O
1721,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0
1722,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2
1723,0,1,1,0,2,1,0,0,1,0,0,0,2,0,0
1724,0,1,2,0,2,1,0,1,0,0,0,0,0,2,0
1725,0,0,0,0,0,0,0,1,0,1,0,0,2,2,2
1726,2,1,0,2,0,2,0,1,0,2,2,2,0,0,1
1727,0,0,0,2,0,0,0,0,1,0,0,2,0,0,1
1728,0,0,0,0,0,0,1,0,0,2,0,2,1,0,0
1729,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
1730,0,0,0,0,0,2,1,0,2,1,0,0,2,0,2
1731,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1732,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1735,0,0,0,0,0,2,0,1,0,0,1,1,1,2,0
1736,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1737,0,0,0,0,0,0,1,0,2,1,0,2,0,0,2
1738,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0
1739,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1740,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
1741,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0
1742,0,0,0,0,0,1,0,1,0,2,0,0,1,2,0
1743,0,0,1,2,0,0,2,2,0,0,0,0,0,0,0
1744,0,1,0,0,0,2,0,0,0,0,0,2,2,0,0
1745,2,0,0,0,0,1,0,0,0,2,0,0,0,2,0
1746,0,0,1,2,1,0,0,2,2,0,0,2,0,0,0
1747,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0
1748,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1749,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1
1750,0,0,0,0,1,1,0,0,2,0,0,2,0,0,0
1751,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0
1752,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1753,0,0,0,2,1,0,0,1,2,2,0,2,1,2,0
1754,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
1755,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1
1756,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0
1757,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
1758,0,1,0,0,2,0,0,1,0,0,0,2,0,0,0
1759,0,1,0,0,0,1,0,1,0,0,2,0,0,2,0
1760,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1761,1,2,1,0,0,1,0,0,2,1,0,0,1,2,0
1762,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2
1763,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0
1764,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1765,0,0,1,0,1,0,0,1,0,0,0,0,0,2,1
1766,0,0,0,0,0,1,0,2,0,0,0,2,1,0,2
1767,0,2,1,0,1,0,0,0,0,2,0,0,1,2,0
1768,0,1,1,0,0,2,0,0,0,2,0,2,1,0,0
1769,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1
1770,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1
1771,0,0,0,2,1,2,1,0,0,0,0,0,1,0,0
1772,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0
1773,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1
1774,0,0,1,1,1,2,1,0,2,0,0,0,0,0,0
1775,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
1776,0,1,0,0,0,0,0,0,2,0,0,0,2,2,0
1777,0,0,1,2,1,0,0,0,0,0,0,1,0,2,1
1778,1,0,0,1,0,0,1,2,1,0,0,0,1,0,1
1779,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2
1780,0,0,0,2,1,1,0,0,0,0,0,0,0,2,1
1781,0,0,1,0,2,0,1,0,0,0,0,2,0,0,0
1782,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0
1783,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0
1784,0,0,2,0,1,2,1,0,2,0,0,1,0,2,1
1785,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1786,2,2,1,0,0,1,0,0,0,0,2,0,0,0,0
1787,0,1,0,0,2,2,1,1,0,0,0,0,0,0,1
1788,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0
1789,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0
1790,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1791,0,2,0,2,1,1,0,1,0,0,0,2,0,2,0
1792,0,0,0,2,0,0,2,0,2,0,0,0,0,2,2
1793,0,0,0,2,0,0,0,0,1,0,0,2,2,0,0
1794,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0
1795,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1796,0,0,0,0,2,0,1,1,0,0,0,1,0,2,0
1797,0,0,0,0,2,1,0,1,0,2,0,1,0,2,0
1798,0,1,0,0,2,1,0,0,0,1,0,0,1,2,0
1799,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
1800,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0
1801,0,0,0,2,2,0,2,2,0,2,0,2,0,2,1
1802,0,0,0,2,2,1,0,1,2,0,0,0,0,2,1
1803,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0
1804,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0
1805,0,0,0,0,0,0,2,0,1,0,0,2,0,0,1
1806,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0
1807,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1808,0,0,2,2,1,0,0,0,2,1,0,2,0,0,2
1809,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
1810,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0
1811,0,1,1,0,0,1,0,0,0,2,0,0,1,2,2
1812,0,0,0,0,1,0,0,2,2,0,0,0,0,2,1
1813,0,0,0,0,0,0,1,0,0,2,0,1,1,2,0
1814,0,1,1,2,0,1,0,0,0,2,0,0,1,2,0
1815,0,0,0,2,0,0,1,2,2,0,0,2,0,0,0
1816,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1
1817,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0
1818,0,0,0,0,0,2,2,1,0,0,2,0,0,0,0
1819,0,0,0,2,2,0,2,0,0,2,0,2,0,0,1
1820,0,0,0,0,1,1,0,0,0,0,0,1,1,2,1
1821,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0
1822,0,0,0,0,0,0,0,1,0,2,0,1,2,2,2
1823,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1824,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0
1825,1,1,0,0,0,1,0,2,0,0,0,0,1,2,1
1826,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1
1827,2,0,2,0,0,0,1,0,1,1,0,2,0,2,0
1828,0,0,1,0,0,0,2,0,0,2,0,0,0,0,1
1829,0,0,0,0,1,1,0,0,0,2,0,0,1,2,0
1830,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1831,0,0,2,2,0,0,0,2,0,0,0,0,0,2,0
1832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1833,0,0,0,0,0,0,0,2,0,2,1,0,1,0,2
1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
1836,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1837,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1
1838,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1
1839,0,1,0,0,1,1,0,0,0,1,0,0,0,2,0
1840,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
1841,0,0,0,0,1,2,1,1,0,0,0,0,0,2,0
1842,0,0,0,0,1,1,0,0,0,0,0,1,2,2,0
1843,0,0,1,0,1,2,1,0,0,0,0,0,0,2,0
1844,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0
1845,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1
1846,0,2,1,2,0,1,0,2,1,0,0,2,0,2,1
1847,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0
1848,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0
1849,0,2,0,2,1,0,0,2,0,2,0,2,2,0,0
1850,0,0,0,0,0,0,2,1,0,0,0,2,0,0,1
1851,0,0,0,0,0,2,1,1,2,0,0,0,2,2,0
1852,1,0,0,2,0,0,0,1,0,0,0,2,1,0,1
1853,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1
1854,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1855,0,0,0,0,2,0,2,1,0,0,2,2,1,0,0
1856,0,0,1,0,0,0,1,0,0,2,0,0,1,2,1
1857,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1
1858,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0
1859,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
1860,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0
1861,0,0,0,0,2,2,2,0,1,0,0,0,0,2,0
1862,0,0,0,2,0,1,0,0,0,1,0,0,0,2,1
1863,1,0,0,0,0,2,2,0,1,0,2,2,0,0,0
1864,0,0,1,0,0,2,2,0,2,0,0,0,0,0,1
1865,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
1866,0,0,0,0,2,0,0,1,0,2,0,0,0,2,1
1867,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0
1868,0,1,0,0,2,2,2,0,2,0,0,2,0,0,1
1869,0,0,0,2,0,1,0,2,1,0,0,2,0,0,2
1870,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0
1871,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
1872,0,0,0,0,1,2,2,2,2,0,0,2,0,0,1
1873,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0
1874,0,0,0,0,2,0,2,1,0,1,0,0,0,0,1
1875,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1
1876,0,0,0,2,0,1,0,0,2,0,0,2,0,0,0
1877,0,0,1,0,1,1,0,0,0,0,2,0,0,2,0
1878,0,1,0,0,2,1,0,1,0,0,0,0,0,2,1
1879,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0
1880,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,0,0,0,2,0,1,0,0,2,2,0,2,1,2,0
1883,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2
1884,0,1,2,0,0,1,1,0,0,0,0,0,0,2,0
1885,0,2,0,0,1,1,0,1,0,0,0,2,0,0,1
1886,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0
1887,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0
1888,0,1,0,0,2,1,0,1,0,0,0,0,0,2,0
1889,0,1,0,0,2,1,0,0,0,0,0,0,2,2,0
1890,0,0,0,0,0,0,1,1,2,0,0,0,0,2,2
1891,0,0,0,0,0,0,1,0,0,2,1,2,0,0,1
1892,0,0,0,2,1,1,0,0,0,0,0,2,1,0,1
1893,2,0,0,0,0,0,0,2,1,0,0,2,1,0,0
1894,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0
1895,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1
1896,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
1897,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1898,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0
1899,0,0,0,0,0,0,2,1,2,1,2,1,0,0,1
1900,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2
1901,0,0,0,0,0,0,1,1,1,0,0,2,0,0,2
1902,0,0,0,2,0,0,1,0,0,2,2,2,0,0,0
1903,0,0,0,2,0,0,0,0,0,2,0,2,1,0,0
1904,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
1905,0,0,0,2,0,0,0,0,0,2,1,2,1,0,0
1906,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1
1907,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
1908,1,1,1,0,0,2,0,0,0,2,0,2,0,0,0
1909,0,0,0,0,1,1,0,1,0,0,0,0,0,2,1
1910,0,2,0,0,0,0,1,0,0,0,0,2,0,0,1
1911,0,0,1,0,0,0,0,1,0,2,2,0,2,2,0
1912,0,0,0,0,0,1,0,1,0,2,0,1,0,2,0
1913,0,1,1,0,0,1,0,0,0,0,0,0,1,2,1
1914,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1915,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0
1916,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
1917,0,0,0,2,0,1,0,0,0,1,0,2,0,0,1
1918,0,0,1,0,2,2,1,0,0,0,0,0,1,0,0
1919,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1920,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0
1921,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0
1922,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0
1923,0,2,0,0,0,1,0,1,0,2,0,0,0,2,0
1924,0,0,0,0,0,2,0,2,0,2,0,0,1,0,0
1925,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
1926,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0
1927,0,0,2,0,0,1,0,2,2,2,0,0,0,2,1
1928,0,2,0,0,0,0,2,1,0,2,0,1,1,2,0
1929,0,1,2,0,1,1,0,0,0,2,0,0,1,2,0
1930,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
1931,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1
1932,0,0,0,0,1,2,1,0,0,2,0,0,1,0,0
1933,0,0,0,0,1,1,0,1,0,2,0,1,0,2,1
1934,0,1,0,0,0,2,0,1,0,2,0,2,1,0,0
1935,2,0,1,0,0,0,0,0,1,0,0,0,0,2,0
1936,0,1,0,0,0,1,0,2,0,0,0,0,0,2,0
1937,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1938,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0
1939,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0
1940,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1941,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1
1942,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
1943,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0
1944,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0
1945,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1946,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0
1947,2,0,0,2,0,0,0,0,0,0,0,2,0,0,1
1948,0,1,0,0,0,1,0,1,1,0,0,0,2,2,0
1949,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
1950,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0
1951,0,2,0,0,0,2,0,0,0,0,1,1,0,0,0
1952,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
1953,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
1954,0,0,0,0,0,2,0,2,0,0,0,1,0,2,1
1955,0,0,0,2,0,1,0,0,0,0,0,2,0,2,0
1956,0,0,0,0,2,2,0,1,0,0,0,0,0,2,0
1957,0,0,0,0,0,0,1,1,0,2,0,0,1,2,0
1958,0,0,0,0,0,2,0,1,0,1,0,0,0,2,0
1959,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
1960,0,1,1,0,0,1,0,0,2,0,0,0,1,2,1
1961,1,0,0,2,0,2,1,0,2,0,0,0,0,2,1
1962,0,0,0,0,1,0,1,1,0,2,0,2,1,0,0
1963,0,0,0,1,0,2,2,0,2,0,0,0,0,0,0
1964,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1965,0,0,0,2,0,0,0,0,1,0,0,2,0,0,1
1966,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1967,2,0,2,2,0,0,1,1,0,0,0,2,0,0,1
1968,0,0,0,2,0,1,0,2,0,0,2,2,0,2,0
1969,1,0,0,0,2,0,0,0,0,2,0,0,2,0,0
1970,0,0,0,0,0,2,0,2,0,0,0,0,1,2,0
1971,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0
1972,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
1973,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0
1974,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1975,0,0,0,0,1,0,0,0,2,1,1,2,0,0,1
1976,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1
1977,0,0,1,0,0,0,1,0,0,0,2,0,0,2,0
1978,0,0,0,1,2,2,2,0,0,2,0,0,1,0,0
1979,0,0,1,0,0,2,1,0,0,1,0,0,1,2,0
1980,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2
1981,0,0,0,2,0,0,0,2,2,2,0,2,0,0,1
1982,0,1,0,0,1,1,0,0,2,0,0,0,0,2,1
1983,0,0,0,0,1,2,1,1,0,0,0,2,0,0,0
1984,0,0,1,1,0,0,1,0,2,0,0,1,0,2,1
1985,0,2,1,0,0,1,0,0,0,1,0,0,0,2,1
1986,0,0,0,0,0,2,1,0,2,1,0,0,0,2,1
1987,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0
1988,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0
1989,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
1990,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
1991,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1992,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
1993,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2
1994,0,0,1,0,1,0,0,0,2,0,0,0,2,0,2
1995,0,0,1,0,0,0,1,0,2,0,0,1,0,2,1
1996,0,1,1,0,0,1,0,0,1,0,0,0,1,2,2
1997,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0
1998,0,0,1,0,0,1,0,0,0,0,2,1,0,2,0
1999,0,1,0,0,0,1,0,2,2,0,0,0,0,2,1
2000,0,1,0,2,1,0,1,0,0,0,0,2,0,0,0
2001,1,0,0,0,0,0,1,1,0,0,0,2,0,0,1
2002,0,1,1,0,1,2,0,0,0,0,0,2,0,0,0
2003,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1
2004,0,0,1,0,1,0,0,0,2,1,0,1,0,2,1
2005,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2006,0,1,1,0,0,1,1,0,0,0,0,0,0,2,0
2007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008,0,0,2,2,0,1,0,0,0,0,0,2,1,2,1
2009,0,1,1,0,0,1,0,1,0,0,0,0,0,2,2
2010,0,1,0,0,0,2,0,0,0,0,2,1,0,2,0
2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,0,0,1,0,0,0,0,0,0,2,0,0,1,2,0
2013,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0
2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1
2016,0,1,0,0,0,2,0,0,0,0,0,2,1,0,0
2017,0,2,1,0,1,2,0,0,0,0,0,0,0,2,0
2018,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0
2019,0,0,2,0,0,0,1,0,0,0,0,0,1,2,1
2020,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0
2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
2023,0,1,2,0,0,0,0,0,0,1,0,0,0,2,2
2024,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0
2025,0,1,1,0,0,0,2,1,0,0,0,2,0,0,0
2026,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2027,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0
2028,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2029,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0
2030,0,0,1,0,1,1,0,1,0,0,0,1,0,2,0
2031,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2
2032,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2033,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0
2034,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0
2035,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1
2036,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2037,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0
2038,0,2,0,2,1,0,0,0,1,2,0,2,1,0,0
2039,0,2,0,2,2,0,0,2,0,0,0,2,0,0,1
2040,0,2,1,2,0,1,0,2,2,0,0,2,0,2,0
2041,0,2,0,2,0,0,2,0,0,2,0,2,0,0,0
2042,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2043,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1
2044,0,2,1,0,0,0,0,0,0,0,0,2,1,0,1
2045,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1
2046,0,1,0,0,1,1,0,1,0,2,0,0,0,2,0
2047,0,0,0,0,0,1,0,1,0,0,2,0,0,2,0
2048,0,0,0,1,0,1,2,0,2,2,0,0,1,2,0
2049,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0
2050,2,0,0,0,1,0,0,0,2,2,0,0,1,2,0
2051,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2
2052,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2053,0,1,1,0,0,1,0,0,0,0,1,0,0,2,0
2054,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2055,1,0,0,2,0,1,0,2,0,0,0,2,2,2,0
2056,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1
2057,0,1,2,0,1,1,0,1,1,1,0,0,0,0,0
2058,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1
2059,0,0,0,0,1,0,0,1,0,2,2,0,1,2,0
2060,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
2061,0,1,0,0,0,2,0,0,0,2,0,2,1,0,0
2062,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1
2063,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0
2064,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0
2065,0,0,0,0,2,0,1,0,0,2,0,2,1,1,2
2066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0
2068,0,0,0,0,0,1,0,0,0,1,0,1,2,2,0
2069,0,1,2,0,1,1,0,2,0,1,2,0,1,2,2
2070,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1
2071,0,0,0,0,1,1,0,1,0,2,0,1,0,2,0
2072,0,0,0,2,1,0,0,0,0,0,1,2,0,0,1
2073,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2074,0,1,1,0,0,1,0,0,0,2,0,0,1,0,0
2075,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1
2076,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2077,0,1,0,0,0,1,0,1,0,1,0,0,0,2,2
2078,0,2,1,0,1,0,0,0,0,2,0,2,0,0,0
2079,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2080,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
2081,0,0,2,0,0,1,0,2,1,0,0,1,1,2,0
2082,1,1,0,0,0,1,0,0,0,1,0,0,1,2,0
2083,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1
2084,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0
2085,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1
2086,2,0,0,0,0,0,1,0,0,2,0,0,0,2,1
2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2088,0,0,0,2,0,2,0,1,2,0,0,0,0,0,1
2089,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2090,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0
2091,0,0,0,0,2,2,2,1,0,2,0,0,0,0,0
2092,0,1,0,0,0,1,0,1,0,0,0,0,2,0,2
2093,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
2094,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0
2095,0,0,1,0,0,0,1,1,0,0,0,1,0,2,0
2096,2,0,2,2,0,0,1,0,0,0,0,2,1,0,0
2097,0,0,0,0,1,1,0,0,0,2,0,1,0,2,0
2098,0,0,0,0,1,0,0,1,0,0,2,0,0,2,0
2099,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0
2100,0,2,0,2,0,1,0,0,0,0,0,2,1,2,0
2101,0,0,0,0,0,0,0,1,0,2,0,1,1,2,2
2102,2,0,0,0,0,0,1,0,0,2,2,0,0,0,1
2103,0,0,0,0,0,2,1,0,0,2,0,2,1,0,0
2104,0,0,2,0,0,1,0,0,0,0,0,1,1,2,1
2105,0,0,1,2,1,2,2,2,0,2,0,2,0,0,0
2106,0,0,0,2,0,1,0,0,0,2,0,2,1,2,0
2107,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2108,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
2109,0,0,0,0,0,2,1,2,1,2,0,0,1,0,0
2110,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2111,2,2,0,0,2,2,0,2,0,2,2,1,0,2,0
2112,0,0,0,2,2,1,0,0,0,2,0,1,1,2,0
2113,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1
2114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2115,0,0,0,0,0,0,1,0,0,0,0,2,2,0,2
2116,0,0,0,2,0,0,1,2,0,0,0,2,0,2,1
2117,0,1,0,2,0,2,0,0,0,2,0,2,1,0,0
2118,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0
2119,0,0,0,2,0,0,1,1,0,0,0,1,0,2,1
2120,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0
2121,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0
2122,0,0,0,0,0,2,1,0,0,2,0,0,1,0,1
2123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2124,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0
2125,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1
2126,0,0,0,0,0,1,0,0,0,2,0,0,0,2,1
2127,0,0,0,0,0,0,1,2,0,2,0,0,1,0,0
2128,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2129,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2130,0,1,1,2,0,2,0,1,2,0,0,2,0,0,0
2131,0,0,0,0,0,1,2,1,0,0,0,1,0,2,0
2132,0,2,0,0,0,1,0,0,2,1,0,0,0,2,2
2133,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0
2134,0,0,0,0,1,2,0,0,1,0,2,0,0,0,0
2135,0,0,1,0,0,0,0,1,0,2,0,0,0,2,0
2136,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1
2137,0,0,0,0,1,2,1,0,0,0,0,2,2,0,0
2138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2139,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
2140,0,0,0,0,1,2,2,0,0,0,2,0,0,0,1
2141,0,2,0,2,0,0,0,0,0,2,0,2,1,0,0
2142,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2143,0,0,0,2,0,1,0,0,0,0,0,2,0,2,0
