A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
331,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,2,2
332,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1
333,2,1,0,2,0,2,0,1,1,0,2,0,1,1,0,0,0,0,0,0
334,2,1,2,2,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1
335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0
336,1,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0
337,2,2,0,0,2,0,1,0,1,0,2,0,0,1,0,0,0,0,0,2
338,0,0,0,0,0,0,0,1,2,0,1,0,0,2,0,0,1,2,2,2
339,2,1,0,0,0,2,2,0,2,2,0,0,0,2,0,0,1,1,0,0
340,2,0,0,0,0,0,2,0,0,0,1,0,1,2,2,0,0,0,2,0
341,0,1,1,2,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0
342,0,1,0,2,0,0,0,2,2,0,0,0,1,2,0,2,0,1,2,0
343,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,2,2,0,1
344,0,1,0,0,2,1,0,2,0,2,2,0,0,0,0,2,1,0,0,0
345,2,0,0,0,2,0,2,2,0,0,0,0,0,1,0,0,0,2,1,0
346,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0
347,0,2,1,2,2,2,0,0,0,2,1,0,1,0,0,0,0,1,0,0
348,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0
349,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0
350,0,2,2,0,1,0,0,0,0,0,2,0,2,0,0,2,1,0,1,1
351,1,1,0,2,2,1,0,2,0,0,2,0,0,0,0,0,0,0,2,2
352,2,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,1,2
353,1,0,2,0,0,1,0,1,2,2,1,1,0,0,0,1,0,2,0,0
354,0,2,2,0,0,2,0,0,0,0,0,0,2,0,2,1,2,0,0,2
355,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0
356,0,1,0,0,0,2,2,0,0,0,0,0,2,1,2,2,2,0,0,2
357,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
358,0,0,0,0,0,0,0,2,2,1,1,0,1,0,2,0,0,0,0,0
359,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,2
360,2,1,0,0,1,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0
361,2,0,0,2,0,0,0,0,1,0,1,2,0,0,0,0,2,1,0,0
362,0,0,0,2,2,0,1,0,0,0,2,1,0,0,0,2,1,0,1,0
363,1,1,0,0,1,0,0,2,2,0,0,2,2,2,1,2,0,0,0,0
364,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,2
365,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,2,2
366,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
367,0,0,2,0,0,2,0,0,2,2,1,2,2,0,0,0,0,0,1,0
368,0,0,1,2,1,0,0,0,0,1,2,0,0,0,1,2,1,0,0,1
369,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0
370,0,2,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0
371,0,2,2,0,0,2,2,0,0,1,0,1,1,2,1,0,2,2,0,2
372,0,0,2,0,2,0,0,0,2,0,0,0,0,2,0,1,0,0,2,0
373,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,2,2
374,0,1,2,0,0,0,2,0,2,0,1,1,0,0,2,2,1,0,2,1
375,0,0,0,2,0,0,0,1,2,2,0,0,0,2,0,0,0,1,2,0
376,0,2,0,0,0,2,0,0,1,0,0,1,0,2,0,0,0,1,0,0
377,2,1,0,1,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,1
378,2,2,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,2,2
379,2,2,0,2,2,0,0,1,0,0,2,0,0,2,0,0,0,2,1,0
380,0,0,0,0,0,0,2,2,0,2,0,1,2,0,1,0,0,2,2,2
381,1,1,0,0,0,0,1,0,0,0,0,1,0,2,0,1,1,1,1,0
382,0,0,0,2,0,0,2,0,0,0,0,0,0,2,1,0,1,2,0,2
383,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
384,0,0,0,0,1,0,0,0,2,2,2,0,0,1,0,0,0,0,1,0
385,0,1,1,0,1,2,0,1,0,0,0,0,0,1,1,2,0,0,1,0
386,2,1,0,0,0,2,2,1,0,1,2,2,2,0,0,2,0,0,0,0
387,2,0,2,1,0,0,2,0,1,0,2,0,0,2,2,0,2,2,1,0
388,0,0,1,0,0,0,2,0,2,0,0,2,1,2,0,0,0,0,2,2
389,0,0,0,0,2,2,2,2,2,0,0,1,0,1,0,1,1,0,1,1
390,0,2,0,0,2,0,0,1,2,2,0,1,1,0,0,0,1,0,0,0
391,0,0,0,0,1,2,0,1,0,0,0,1,0,0,2,0,1,2,1,0
392,0,0,2,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,2
393,0,0,2,0,1,2,1,0,1,0,0,0,0,0,0,0,2,0,2,0
394,0,1,0,0,0,0,0,0,1,1,2,0,1,1,1,0,0,0,2,0
395,0,2,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
396,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1
397,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,2,0,1,0
398,2,0,2,0,0,1,0,0,2,2,0,0,0,2,1,0,0,0,2,1
399,0,1,0,1,0,2,2,2,0,1,0,0,2,0,0,2,0,0,0,1
400,0,2,0,2,0,1,0,0,1,0,0,0,0,2,0,2,0,0,0,0
401,2,0,1,0,2,2,2,2,2,2,0,1,2,2,0,1,0,1,0,1
402,2,0,1,0,0,2,1,1,0,2,2,0,1,2,1,1,0,0,2,0
403,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0
404,0,2,0,2,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0
405,0,2,2,2,0,2,0,0,0,0,0,0,2,2,0,1,2,0,1,0
406,0,0,0,0,0,0,2,1,1,0,1,1,0,0,1,0,2,1,1,0
407,0,1,1,0,0,0,0,0,2,2,0,0,2,2,0,1,0,2,0,0
408,0,0,1,2,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,2
409,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
410,2,0,2,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,0,0
411,2,0,0,0,1,0,0,0,0,2,2,0,0,1,0,2,1,0,0,2
412,0,0,0,2,1,1,2,2,2,0,2,0,2,0,2,1,1,0,2,0
413,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,2,0
414,0,0,2,0,0,0,2,0,0,2,2,0,0,2,2,0,0,0,1,0
415,1,0,2,0,2,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0
416,0,0,0,0,2,0,1,2,2,0,0,2,1,0,0,0,0,2,1,0
417,0,0,1,0,0,0,0,2,2,0,0,1,0,1,2,0,0,2,1,2
418,0,0,0,0,0,0,1,0,2,0,1,0,1,2,2,0,0,0,1,0
419,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
420,0,0,0,2,2,2,1,0,1,2,0,0,0,0,0,1,0,0,1,0
421,0,0,0,0,1,0,2,2,0,2,0,2,0,0,2,2,0,0,0,0
422,2,0,2,2,0,0,0,0,2,0,0,0,1,0,2,0,0,0,2,0
423,0,0,2,2,0,0,2,0,0,2,2,1,2,0,1,0,0,2,1,1
424,0,2,1,0,2,0,0,1,1,2,0,2,2,0,0,2,0,0,1,0
425,1,0,0,0,0,2,0,2,0,0,1,1,2,0,0,0,1,2,0,0
426,0,0,2,2,0,0,0,1,0,2,0,2,0,0,0,0,0,1,2,2
427,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,2,2,2
428,0,2,0,0,1,2,2,0,2,0,0,0,0,0,2,2,1,1,0,0
429,0,0,0,0,2,0,1,0,0,2,2,0,0,1,0,0,0,0,0,2
430,2,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,1,0,1
431,2,0,1,1,2,1,2,1,2,0,0,0,0,2,2,1,0,0,0,1
432,2,2,0,2,0,0,0,1,0,1,2,0,0,0,2,0,2,0,0,0
433,1,2,2,2,2,0,1,2,0,0,1,0,0,0,0,1,2,2,0,1
434,0,2,2,2,2,2,0,1,2,0,0,0,2,0,0,0,0,0,0,2
435,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2
436,0,2,1,0,0,1,0,1,0,1,2,0,1,0,1,1,0,1,0,0
437,0,1,0,2,0,1,0,0,1,0,2,0,0,1,1,0,2,2,0,2
438,1,1,0,0,0,0,1,0,1,1,1,2,2,0,1,1,1,0,1,0
439,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,1,0,2,0
440,2,1,0,2,0,0,2,0,0,0,0,1,0,0,1,0,1,2,2,0
441,0,2,2,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0
442,2,0,1,1,0,2,0,2,1,0,0,0,0,0,2,0,2,0,0,0
443,1,1,1,2,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0
444,0,2,0,2,2,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0
445,0,2,1,0,1,2,2,2,0,0,1,2,0,1,2,2,0,2,1,0
446,0,2,0,0,1,2,0,0,2,1,1,2,0,1,2,0,1,0,0,0
447,0,1,2,0,0,2,1,0,0,0,0,1,1,2,1,0,2,0,0,1
448,0,2,2,1,0,1,0,0,2,1,1,1,2,1,0,0,0,2,0,1
449,1,1,0,0,1,2,1,2,0,0,1,2,0,0,1,0,0,0,0,0
450,2,2,2,0,0,0,1,1,0,0,2,1,0,2,0,0,1,2,0,1
451,2,0,1,0,0,0,0,0,2,1,0,2,1,0,0,1,2,2,1,0
452,0,1,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,0
453,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,1,0,0,2,0
454,0,1,2,0,1,2,1,0,0,0,1,2,0,0,0,0,1,0,2,0
455,2,0,0,0,0,2,2,0,2,1,0,0,2,1,0,0,0,2,0,0
456,1,0,0,0,0,0,0,0,1,0,0,1,2,0,2,1,2,0,0,0
457,1,0,0,0,0,0,2,2,2,1,1,2,0,2,2,1,0,0,0,2
458,1,1,1,0,0,0,2,0,1,2,0,1,1,0,2,0,1,2,2,0
459,0,0,0,1,0,2,0,0,1,1,0,0,2,2,1,2,0,1,2,0
460,1,0,0,0,0,0,0,0,0,0,2,1,1,0,2,1,1,0,1,0
461,1,0,0,0,2,2,2,1,0,0,0,2,0,1,0,2,2,2,0,2
462,1,0,0,0,1,0,2,2,1,1,0,2,0,0,0,2,2,1,2,0
463,1,0,1,0,0,2,2,0,0,2,1,0,0,0,0,2,0,2,0,2
464,1,0,0,0,1,0,1,2,0,0,1,0,0,2,0,0,0,0,0,2
465,0,1,0,0,0,2,0,1,0,0,0,2,0,1,0,2,2,0,0,0
466,1,0,0,0,1,0,0,0,0,2,0,2,1,1,2,0,2,0,0,1
467,1,0,1,0,1,2,0,0,1,1,1,1,1,0,0,2,0,0,2,0
468,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,2,1,2,2,1
469,0,1,0,0,0,0,2,0,0,1,0,2,0,0,2,0,1,0,0,0
470,1,0,1,0,1,0,0,2,0,0,1,0,2,0,0,0,1,0,2,0
471,0,2,0,0,1,2,0,2,0,0,2,0,0,0,2,0,0,2,2,0
472,2,1,0,0,0,0,0,2,0,0,1,1,0,1,0,2,1,0,2,0
473,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
474,2,1,1,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0
475,1,1,0,1,2,0,0,0,0,0,2,2,0,0,0,2,0,1,2,1
476,0,0,0,0,2,0,2,0,0,1,2,1,0,2,0,0,0,0,2,2
477,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0
478,0,2,0,0,2,2,0,2,0,1,2,0,0,0,2,0,1,2,0,1
479,1,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,2,0,0
480,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,2,0
481,0,1,1,0,0,2,1,0,2,0,2,0,1,0,2,1,2,2,0,2
482,2,0,0,1,2,1,1,2,0,2,2,2,0,0,0,2,0,2,0,0
483,1,2,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0
484,1,1,0,0,0,2,2,0,0,2,0,0,0,0,0,0,1,0,0,0
485,0,2,0,0,0,0,2,0,1,0,0,1,0,2,2,2,2,1,2,1
486,1,0,0,1,0,0,2,0,0,0,0,1,0,0,2,1,0,0,1,2
487,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,2
488,1,1,0,0,0,2,2,0,2,2,0,1,1,0,0,0,0,0,0,0
489,0,2,1,0,2,0,2,0,0,2,0,1,0,1,0,0,0,2,0,1
490,0,0,0,0,0,0,1,2,2,0,1,2,0,0,2,0,0,0,1,2
491,1,2,0,0,1,2,0,1,0,2,2,1,2,2,0,1,1,0,0,2
492,0,2,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,2
493,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
494,0,0,0,0,0,0,1,2,0,1,1,1,2,1,0,0,2,1,1,2
495,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,2
496,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,1,0,2,2
497,2,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1
498,1,0,0,0,0,2,1,0,2,2,2,1,1,2,0,0,1,0,1,0
499,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,2,0,0,2,0
500,0,2,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,2,2
501,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,1,0,0,0
502,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,1
503,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,2,0
504,0,1,2,2,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
505,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0
506,2,0,0,0,1,1,0,0,1,0,0,1,1,0,0,2,0,0,1,2
507,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,0
508,0,0,0,0,1,0,2,2,0,0,1,2,1,1,0,0,1,1,0,0
509,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1,0,1,0
510,0,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
511,0,2,0,0,0,0,1,2,0,0,1,2,0,2,1,0,0,1,2,0
512,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1
513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2
514,2,2,1,0,2,0,2,0,1,1,1,0,1,2,0,2,0,1,2,0
515,0,0,1,2,1,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1
516,2,0,0,0,1,0,0,1,2,0,1,2,0,0,2,0,0,1,0,0
517,0,2,2,0,0,2,1,1,0,0,2,2,0,0,0,0,1,0,0,0
518,0,0,0,2,0,0,0,0,2,2,0,0,2,0,1,0,1,2,0,0
519,0,1,2,0,1,0,2,0,2,0,0,1,1,1,1,0,0,0,0,1
520,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,2
521,0,0,0,0,0,0,0,0,2,0,0,1,2,2,0,1,1,2,0,1
522,1,2,2,0,0,2,0,2,2,0,1,0,2,0,0,0,0,0,0,0
523,0,1,0,0,2,0,0,1,1,1,0,1,2,2,0,0,0,0,0,0
524,0,0,0,2,1,0,0,0,2,0,0,0,1,1,1,1,0,1,0,0
525,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,1,2
526,2,0,0,0,2,1,0,1,1,2,0,0,2,0,0,0,1,0,0,0
527,0,1,0,1,0,0,0,2,1,0,1,0,0,1,0,1,2,0,0,0
528,0,0,0,0,2,2,0,2,2,0,0,0,1,0,2,0,1,0,2,2
529,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,2
530,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,0,0,2,1,0
531,0,1,1,2,0,2,2,2,1,2,0,0,0,1,0,0,2,0,0,2
532,0,2,0,2,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2
533,2,1,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,2,1,0
534,0,2,0,0,2,2,1,0,1,0,0,2,0,2,2,0,0,1,1,0
535,0,2,2,0,0,0,0,1,1,0,0,0,0,2,0,2,0,2,0,2
536,1,0,0,2,0,2,0,2,1,0,0,1,1,0,1,0,0,0,0,0
537,2,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,2,2,0
538,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2,0
539,1,2,0,0,0,0,0,2,0,1,0,0,1,0,2,0,0,0,1,0
540,0,0,2,1,0,0,2,0,0,0,1,0,0,2,2,0,0,0,0,0
541,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,2,0
542,0,0,0,0,0,0,1,2,1,0,0,0,2,1,1,2,0,2,0,2
543,0,0,2,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,2,2
544,0,1,0,2,0,0,0,2,0,2,0,0,0,0,2,2,0,0,0,1
545,1,0,0,0,0,1,1,2,0,1,1,0,1,0,0,1,1,1,0,0
546,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,2,1,0,2
547,0,0,0,0,2,0,0,1,0,0,1,0,0,2,2,0,0,2,1,0
548,2,1,0,2,1,0,0,0,0,0,0,0,1,2,1,2,0,2,2,0
549,2,0,0,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2
550,0,1,0,0,0,1,0,0,2,0,1,0,0,1,2,0,0,2,0,0
551,2,1,0,0,2,0,0,0,0,2,1,1,2,1,0,2,0,0,2,0
552,0,0,0,0,2,1,1,2,0,2,2,2,1,0,1,0,0,0,1,2
553,1,0,2,0,0,1,0,0,2,0,1,0,2,0,2,0,0,1,0,1
554,0,0,0,2,2,0,2,1,2,1,0,0,1,1,0,2,0,0,2,0
555,2,0,0,2,0,2,1,0,1,0,2,2,2,1,0,2,0,1,1,0
556,0,2,0,0,0,0,1,0,0,0,2,0,2,0,0,1,0,0,0,1
557,1,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,1,0,0,2
558,0,0,0,2,0,2,2,0,2,0,1,0,0,0,0,0,0,2,0,0
559,0,2,1,0,1,0,1,0,0,0,0,2,0,1,0,0,2,2,0,0
560,0,0,0,0,0,0,0,1,0,2,0,2,0,2,2,0,1,1,1,2
561,0,2,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,1,2,0
562,0,2,0,0,1,1,1,0,1,0,1,0,0,0,0,2,1,0,2,0
563,2,0,2,1,2,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0
564,0,1,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,1,0,2
565,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,1
566,0,0,0,2,0,0,0,0,0,1,0,1,2,1,0,1,1,2,2,0
567,0,2,0,0,2,0,0,1,0,0,2,2,0,1,0,2,0,0,0,0
568,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0,1,1,0
569,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,0
570,2,0,2,0,2,0,0,1,0,1,2,0,0,2,0,0,1,1,0,0
571,1,2,0,0,0,0,0,1,2,2,0,2,2,1,0,2,2,1,2,0
572,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,2
573,0,1,0,0,0,1,2,0,2,1,0,0,0,0,0,0,1,0,0,2
574,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
575,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0
576,0,0,0,2,0,0,0,0,2,2,2,0,2,0,0,2,0,2,1,1
577,0,0,2,2,0,2,2,2,0,0,1,1,1,0,1,0,0,1,0,2
578,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0
579,0,0,2,0,0,0,2,2,0,0,0,2,0,0,0,2,2,0,1,2
580,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0
581,1,1,2,0,1,0,1,1,2,0,0,1,1,0,1,2,2,0,0,0
582,0,0,2,0,2,0,1,1,0,1,0,0,0,1,1,2,2,0,1,2
583,0,0,0,0,2,0,0,1,0,0,1,2,0,0,0,0,2,0,2,0
584,1,1,0,0,0,2,0,2,1,2,2,0,0,0,0,1,0,0,0,1
585,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,2,1,2,0
586,0,0,0,0,2,2,0,0,1,1,1,0,2,0,1,1,2,0,1,1
587,2,0,0,0,0,1,0,1,2,0,2,0,1,1,1,2,1,0,2,0
588,2,1,1,0,1,1,2,2,0,1,0,0,2,0,0,0,0,0,1,1
589,0,0,0,2,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
590,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,2,0,0,0,1
591,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1
592,0,0,2,0,0,0,0,1,2,2,2,1,0,1,1,0,1,2,2,0
593,1,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0
594,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,0,0,0
595,1,1,0,0,0,2,1,2,1,0,0,2,1,0,0,0,0,0,1,0
596,0,0,0,2,1,0,0,0,0,0,2,0,0,2,0,0,0,2,2,1
597,0,0,1,1,2,1,0,0,0,0,0,1,0,2,1,1,1,1,1,1
598,1,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0
599,0,0,0,0,2,2,1,0,2,0,0,0,2,0,0,0,1,2,0,1
600,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,1,0,0,0
601,1,0,0,0,0,0,0,1,2,0,1,2,0,1,2,1,0,1,2,0
602,2,0,0,0,2,0,0,0,2,2,1,1,2,0,1,0,0,0,1,2
603,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,1,0,2,0,0
604,0,2,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,2,0
605,0,2,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0
606,0,0,0,0,0,0,2,2,1,0,0,0,2,1,0,0,0,1,2,0
607,0,1,0,0,2,0,0,0,0,2,2,2,0,0,0,0,2,0,1,0
608,2,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,2,0,2
609,1,2,0,0,0,0,0,2,2,1,2,0,0,0,0,1,0,1,0,2
610,0,2,2,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1
611,0,0,2,0,0,1,1,0,2,0,2,1,0,1,1,0,2,1,0,0
612,0,0,2,0,1,0,0,0,0,0,1,0,1,2,0,0,1,2,1,0
613,0,0,0,0,0,2,0,0,0,2,0,0,0,1,2,0,1,0,2,0
614,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0
615,0,2,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,2,2
616,0,2,2,0,0,1,0,1,2,0,0,0,0,1,2,0,0,0,0,1
617,1,0,1,2,1,0,2,2,1,0,0,0,0,0,0,0,2,0,0,1
618,1,0,0,0,0,0,1,2,2,2,1,1,2,1,0,2,0,2,0,0
619,2,1,0,1,2,2,0,0,0,0,1,2,2,1,0,0,1,2,1,0
620,1,1,0,0,2,1,0,0,0,2,0,1,0,0,2,0,1,0,0,0
621,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
622,1,0,2,0,2,0,1,0,0,1,0,0,0,1,2,0,2,2,2,0
623,2,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,2,1,2,2
624,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
625,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,1,1,0,0,0
626,2,2,0,1,0,0,0,1,0,1,2,0,0,2,2,0,2,0,0,1
627,0,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,2
628,1,2,0,2,1,0,0,1,0,0,1,0,0,2,0,0,0,1,1,0
629,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,2,0,0,0,0
630,2,2,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,1
631,0,0,0,0,0,1,0,1,2,2,2,0,0,2,0,1,0,2,0,2
632,0,2,0,2,1,0,1,1,0,0,0,1,2,1,1,0,2,1,2,0
633,0,2,0,0,1,2,0,1,0,0,2,1,1,0,0,0,0,0,0,0
634,0,0,0,2,1,0,2,0,2,0,0,2,0,0,0,0,0,1,2,0
635,0,2,0,0,2,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0
636,1,0,0,0,1,0,2,2,2,1,2,0,1,2,0,0,1,0,1,0
637,0,0,0,0,0,0,0,0,1,2,1,2,1,0,0,2,1,0,0,2
638,0,2,0,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,2,0
639,0,2,0,0,0,0,2,0,0,0,0,1,0,1,2,0,0,1,0,0
640,0,0,0,0,0,2,0,1,2,0,0,1,2,0,0,0,0,0,0,0
641,0,0,1,0,1,0,1,1,2,1,0,0,2,0,0,0,0,2,0,1
642,2,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2,2,0
643,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,2,0,2
644,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
645,2,2,0,2,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0
646,2,0,0,0,0,0,2,0,0,1,0,0,2,0,0,2,0,2,0,0
647,0,1,0,0,0,1,0,2,0,0,1,0,0,1,2,0,1,1,2,2
648,0,2,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
649,0,2,0,0,0,1,2,0,0,0,1,0,0,1,1,0,1,1,0,0
650,0,0,1,0,0,0,0,0,2,0,0,0,0,1,2,1,1,0,1,2
651,1,1,2,1,0,0,0,0,0,2,0,1,0,2,0,0,1,1,0,0
652,0,0,2,2,0,1,0,0,0,2,0,0,1,0,1,0,0,2,0,0
653,1,2,0,0,0,1,1,0,0,0,2,2,0,0,0,0,1,0,2,0
654,2,0,0,0,2,0,1,0,1,0,2,1,2,0,0,1,2,0,1,1
655,0,0,0,0,2,0,0,0,2,0,1,0,2,1,0,2,0,0,0,1
656,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
657,0,1,0,0,1,0,0,0,2,0,0,0,0,0,2,0,2,2,0,0
658,0,2,2,1,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0
659,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,2
660,0,1,0,0,1,0,0,0,0,2,1,1,1,1,1,0,0,1,0,1
661,2,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,2
662,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2
